"mapruleid","shortname","network","allowedservergeo","excludedserverGeo"
"5492","s342","freeflow","",""
"5493","s343","freeflow","",""
"5494","s344","freeflow","",""
"5495","s345","freeflow","",""
"5496","s346","freeflow","",""
"5497","s347","freeflow","",""
"5498","s348","freeflow","",""
"5499","s349","freeflow","",""
"5500","s350","freeflow","",""
"5501","s351","freeflow","",""
"5502","s352","freeflow","",""
"5503","s353","freeflow","",""
"5504","s354","freeflow","",""
"5505","s355","freeflow","",""
"5506","s356","freeflow","",""
"5507","s357","freeflow","",""
"5508","s358","freeflow","",""
"5509","s359","freeflow","",""
"5510","s360","freeflow","",""
"5511","s361","freeflow","",""
"5512","s362","freeflow","",""
"5513","s363","freeflow","",""
"5514","s364","freeflow","",""
"5515","s365","freeflow","",""
"5516","s366","freeflow","",""
"5517","s367","freeflow","",""
"5518","s368","freeflow","",""
"5519","s369","freeflow","",""
"5520","s370","freeflow","",""
"5521","s371","freeflow","",""
"5522","s372","freeflow","",""
"5523","s373","freeflow","",""
"5524","s374","freeflow","",""
"5525","s375","freeflow","",""
"5526","s376","freeflow","",""
"5527","s377","freeflow","",""
"5528","s378","freeflow","",""
"5529","s379","freeflow","",""
"5530","s380","freeflow","",""
"5531","s381","freeflow","",""
"5532","s382","freeflow","",""
"5533","s383","freeflow","",""
"5534","s384","freeflow","",""
"5535","s385","freeflow","",""
"5536","s386","freeflow","",""
"5537","s387","freeflow","",""
"5538","s388","freeflow","",""
"5539","s389","freeflow","",""
"5540","s390","freeflow","",""
"5541","s391","freeflow","",""
"5542","s392","freeflow","",""
"5543","s393","freeflow","",""
"5544","s394","freeflow","",""
"5545","s395","freeflow","",""
"5546","s396","freeflow","",""
"5547","s397","freeflow","",""
"5548","s398","freeflow","",""
"5549","s399","freeflow","",""
"5550","s400","freeflow","",""
"5551","s271","essl","",""
"5552","s272","essl","",""
"5553","s273","essl","",""
"5554","s274","essl","",""
"5555","s275","essl","",""
"5556","s276","essl","",""
"5557","s277","essl","",""
"5558","s278","essl","",""
"5559","s279","essl","",""
"5560","s280","essl","",""
"5561","s281","essl","",""
"5562","s282","essl","",""
"5563","s283","essl","",""
"5564","s284","essl","",""
"5565","s285","essl","",""
"5566","s286","essl","",""
"5567","s287","essl","",""
"5568","s288","essl","",""
"5569","s289","essl","",""
"5570","s290","essl","",""
"5571","s291","essl","",""
"5572","s292","essl","",""
"5573","s293","essl","",""
"5574","s294","essl","",""
"5575","s295","essl","",""
"5576","s296","essl","",""
"5577","s297","essl","",""
"5578","s298","essl","",""
"5579","s299","essl","",""
"5580","s300","essl","",""
"5581","s301","essl","",""
"5582","s302","essl","",""
"5583","s303","essl","",""
"5584","s304","essl","",""
"5585","s305","essl","",""
"5586","s306","essl","",""
"5587","s307","essl","",""
"5588","s308","essl","",""
"5589","s309","essl","",""
"5590","s310","essl","",""
"5591","s311","essl","",""
"5592","s312","essl","",""
"5593","s313","essl","",""
"5594","s314","essl","",""
"5595","s315","essl","",""
"5596","s316","essl","",""
"5597","s317","essl","",""
"5598","s318","essl","",""
"5599","s319","essl","",""
"5600","s320","essl","",""
"5601","s321","essl","",""
"5602","s322","essl","",""
"5603","s323","essl","",""
"5604","s324","essl","",""
"5605","s325","essl","",""
"5606","s326","essl","",""
"5607","s327","essl","",""
"5608","s328","essl","",""
"5609","s329","essl","",""
"5610","s330","essl","",""
"5611","s331","essl","",""
"5612","s332","essl","",""
"5613","s333","essl","",""
"5614","s334","essl","",""
"5615","s335","essl","",""
"5616","s336","essl","",""
"5617","s337","essl","",""
"5618","s338","essl","",""
"5619","s339","essl","",""
"5620","s340","essl","",""
"5621","s341","essl","",""
"5622","s342","essl","",""
"5623","s343","essl","",""
"5624","s344","essl","",""
"5625","s345","essl","",""
"5626","s346","essl","",""
"5627","s347","essl","",""
"5628","s348","essl","",""
"5629","s349","essl","",""
"5630","s350","essl","",""
"5631","s351","essl","",""
"5632","s352","essl","",""
"5633","s353","essl","",""
"5634","s354","essl","",""
"5635","s355","essl","",""
"5636","s356","essl","",""
"5637","s357","essl","",""
"5638","s358","essl","",""
"5639","s359","essl","",""
"5640","s360","essl","",""
"5641","s361","essl","",""
"5642","s362","essl","",""
"5643","s363","essl","",""
"5644","s364","essl","",""
"5645","s365","essl","",""
"5646","s366","essl","",""
"5647","s367","essl","",""
"5648","s368","essl","",""
"5649","s369","essl","",""
"5650","s370","essl","",""
"5651","s371","essl","",""
"5652","s372","essl","",""
"5653","s373","essl","",""
"5654","s374","essl","",""
"5655","s375","essl","",""
"5656","s376","essl","",""
"5657","s377","essl","",""
"5658","s378","essl","",""
"5659","s379","essl","",""
"5660","s380","essl","",""
"5661","s381","essl","",""
"5662","s382","essl","",""
"5663","s383","essl","",""
"5664","s384","essl","",""
"5665","s385","essl","",""
"5666","s386","essl","",""
"5667","s387","essl","",""
"5668","s388","essl","",""
"5669","s389","essl","",""
"5670","s390","essl","",""
"5671","s391","essl","",""
"5672","s392","essl","",""
"5673","s393","essl","",""
"5674","s394","essl","",""
"5675","s395","essl","",""
"5676","s396","essl","",""
"5677","s397","essl","",""
"5678","s398","essl","",""
"5679","s399","essl","",""
"5684","ch4","essl","",""
"5685","ch5","essl","",""
"5686","ch6","essl","",""
"5687","ch7","essl","",""
"5688","ch8","essl","",""
"5689","ch9","essl","",""
"5691","chcn1","essl","",""
"5692","chcn2","essl","",""
"5694","dh","essl","","HK"
"5695","ch5","freeflow","",""
"5696","ch6","freeflow","",""
"5697","ch7","freeflow","",""
"5698","ch8","freeflow","",""
"5700","s400","essl","",""
"5701","s401","essl","",""
"5702","s402","essl","",""
"5703","s403","essl","",""
"5704","s404","essl","",""
"5705","s405","essl","",""
"5706","s406","essl","",""
"5707","s407","essl","",""
"5708","s408","essl","",""
"5709","s409","essl","",""
"5710","s410","essl","",""
"5711","s411","essl","",""
"5712","s412","essl","",""
"5713","s413","essl","",""
"5714","s414","essl","",""
"5715","s415","essl","",""
"5716","s416","essl","",""
"5717","s417","essl","",""
"5718","s418","essl","",""
"5719","s419","essl","",""
"5720","s420","essl","",""
"5721","s421","essl","",""
"5722","s422","essl","",""
"5723","s423","essl","",""
"5724","s424","essl","",""
"5725","s425","essl","",""
"5726","s426","essl","",""
"5727","s427","essl","",""
"5728","s428","essl","",""
"5729","s429","essl","",""
"5730","s430","essl","",""
"5731","s431","essl","",""
"5732","s432","essl","",""
"5733","s433","essl","",""
"5734","s434","essl","",""
"5735","s435","essl","",""
"5736","s436","essl","",""
"5737","s437","essl","",""
"5738","s438","essl","",""
"5739","s439","essl","",""
"5740","s440","essl","",""
"5741","s441","essl","",""
"5742","s442","essl","",""
"5743","s443","essl","",""
"5744","s444","essl","",""
"5745","s445","essl","",""
"5746","s446","essl","",""
"5747","s447","essl","",""
"5748","s448","essl","",""
"5749","s449","essl","",""
"5750","s450","essl","",""
"5751","s451","essl","",""
"5752","s452","essl","",""
"5753","s453","essl","",""
"5754","s454","essl","",""
"5755","s455","essl","",""
"5756","s456","essl","",""
"5757","s457","essl","",""
"5758","s458","essl","",""
"5759","s459","essl","",""
"5760","s460","essl","",""
"5761","s461","essl","",""
"5762","s462","essl","",""
"5763","s463","essl","",""
"5764","s464","essl","",""
"5765","s465","essl","",""
"5766","s466","essl","",""
"5767","s467","essl","",""
"5768","s468","essl","",""
"5769","s469","essl","",""
"5770","s470","essl","",""
"5771","s471","essl","",""
"5772","s472","essl","",""
"5773","s473","essl","",""
"5774","s474","essl","",""
"5775","s475","essl","",""
"5776","s476","essl","",""
"5777","s477","essl","",""
"5778","s478","essl","",""
"5779","s479","essl","",""
"5780","s480","essl","",""
"5781","s481","essl","",""
"5782","s482","essl","",""
"5783","s483","essl","",""
"5784","s484","essl","",""
"5785","s485","essl","",""
"5786","s486","essl","",""
"5787","s487","essl","",""
"5788","s488","essl","",""
"5789","s489","essl","",""
"5790","s490","essl","",""
"5791","s491","essl","",""
"5792","s492","essl","",""
"5793","s493","essl","",""
"5794","s494","essl","",""
"5795","s495","essl","",""
"5796","s496","essl","",""
"5797","s497","essl","",""
"5798","s498","essl","",""
"5799","s499","essl","",""
"5801","s401","freeflow","",""
"5802","s402","freeflow","",""
"5803","s403","freeflow","",""
"5804","s404","freeflow","",""
"5805","s405","freeflow","",""
"5806","s406","freeflow","",""
"5807","s407","freeflow","",""
"5808","s408","freeflow","",""
"5809","s409","freeflow","",""
"5810","s410","freeflow","",""
"5811","s411","freeflow","",""
"5812","s412","freeflow","",""
"5813","s413","freeflow","",""
"5814","s414","freeflow","",""
"5815","s415","freeflow","",""
"5816","s416","freeflow","",""
"5817","s417","freeflow","",""
"5818","s418","freeflow","",""
"5819","s419","freeflow","",""
"5820","s420","freeflow","",""
"5821","s421","freeflow","",""
"5822","s422","freeflow","",""
"5823","s423","freeflow","",""
"5824","s424","freeflow","",""
"5825","s425","freeflow","",""
"5826","s426","freeflow","",""
"5827","s427","freeflow","",""
"5828","s428","freeflow","",""
"5829","s429","freeflow","",""
"5830","s430","freeflow","",""
"5831","s431","freeflow","",""
"5832","s432","freeflow","",""
"5833","s433","freeflow","",""
"5834","s434","freeflow","",""
"5835","s435","freeflow","",""
"5836","s436","freeflow","",""
"5837","s437","freeflow","",""
"5838","s438","freeflow","",""
"5839","s439","freeflow","",""
"5840","s440","freeflow","",""
"5841","s441","freeflow","",""
"5842","s442","freeflow","",""
"5843","s443","freeflow","",""
"5844","s444","freeflow","",""
"5845","s445","freeflow","",""
"5846","s446","freeflow","",""
"5847","s447","freeflow","",""
"5848","s448","freeflow","",""
"5849","s449","freeflow","",""
"5850","s450","freeflow","",""
"5851","s451","freeflow","",""
"5852","s452","freeflow","",""
"5853","s453","freeflow","",""
"5854","s454","freeflow","",""
"5855","s455","freeflow","",""
"5856","s456","freeflow","",""
"5857","s457","freeflow","",""
"5858","s458","freeflow","",""
"5859","s459","freeflow","",""
"5860","s460","freeflow","",""
"5861","s461","freeflow","",""
"5862","s462","freeflow","",""
"5863","s463","freeflow","",""
"5864","s464","freeflow","",""
"5865","s465","freeflow","",""
"5866","s466","freeflow","",""
"5867","s467","freeflow","",""
"5868","s468","freeflow","",""
"5869","s469","freeflow","",""
"5870","s470","freeflow","",""
"5871","s471","freeflow","",""
"5872","s472","freeflow","",""
"5873","s473","freeflow","",""
"5874","s474","freeflow","",""
"5875","s475","freeflow","",""
"5876","s476","freeflow","",""
"5877","s477","freeflow","",""
"5878","s478","freeflow","",""
"5879","s479","freeflow","",""
"5880","s480","freeflow","",""
"5881","s481","freeflow","",""
"5882","s482","freeflow","",""
"5883","s483","freeflow","",""
"5884","s484","freeflow","",""
"5885","s485","freeflow","",""
"5886","s486","freeflow","",""
"5887","s487","freeflow","",""
"5888","s488","freeflow","",""
"5889","s489","freeflow","",""
"5890","s490","freeflow","",""
"5891","s491","freeflow","",""
"5892","s492","freeflow","",""
"5893","s493","freeflow","",""
"5894","s494","freeflow","",""
"5895","s495","freeflow","",""
"5896","s496","freeflow","",""
"5897","s497","freeflow","",""
"5898","s498","freeflow","",""
"5899","s499","freeflow","",""
"5900","s500","freeflow","",""
"5901","s501","freeflow","",""
"5902","s502","freeflow","",""
"5903","s503","freeflow","",""
"5904","s504","freeflow","",""
"5905","s505","freeflow","",""
"5906","s506","freeflow","",""
"5907","s507","freeflow","",""
"5908","s508","freeflow","",""
"5909","s509","freeflow","",""
"5910","s510","freeflow","",""
"5911","s511","freeflow","",""
"5912","s512","freeflow","",""
"5913","s513","freeflow","",""
"5914","s514","freeflow","",""
"5915","s515","freeflow","",""
"5916","s516","freeflow","",""
"5917","s517","freeflow","",""
"5918","s518","freeflow","",""
"5919","s519","freeflow","",""
"5920","s520","freeflow","",""
"5921","s521","freeflow","",""
"5922","s522","freeflow","",""
"5923","s523","freeflow","",""
"5924","s524","freeflow","",""
"5925","s525","freeflow","",""
"5926","s526","freeflow","",""
"5927","s527","freeflow","",""
"5928","s528","freeflow","",""
"5929","s529","freeflow","",""
"5930","s530","freeflow","",""
"5931","s531","freeflow","",""
"5932","s532","freeflow","",""
"5933","s533","freeflow","",""
"5934","s534","freeflow","",""
"5935","s535","freeflow","",""
"5936","s536","freeflow","",""
"5937","s537","freeflow","",""
"5938","s538","freeflow","",""
"5939","s539","freeflow","",""
"5940","s540","freeflow","",""
"5941","s541","freeflow","",""
"5942","s542","freeflow","",""
"5943","s543","freeflow","",""
"5944","s544","freeflow","",""
"5945","s545","freeflow","",""
"5946","s546","freeflow","",""
"5947","s547","freeflow","",""
"5948","s548","freeflow","",""
"5949","s549","freeflow","",""
"5950","s550","freeflow","",""
"5951","s551","freeflow","",""
"5952","s552","freeflow","",""
"5953","s553","freeflow","",""
"5954","s554","freeflow","",""
"5955","s555","freeflow","",""
"5956","s556","freeflow","",""
"5957","s557","freeflow","",""
"5958","s558","freeflow","",""
"5959","s559","freeflow","",""
"5960","s560","freeflow","",""
"5961","s561","freeflow","",""
"5962","s562","freeflow","",""
"5963","s563","freeflow","",""
"5964","s564","freeflow","",""
"5965","s565","freeflow","",""
"5966","s566","freeflow","",""
"5967","s567","freeflow","",""
"5968","s568","freeflow","",""
"5969","s569","freeflow","",""
"5970","s570","freeflow","",""
"5971","s571","freeflow","",""
"5972","s572","freeflow","",""
"5973","s573","freeflow","",""
"5974","s574","freeflow","",""
"5975","s575","freeflow","",""
"5976","s576","freeflow","",""
"5977","s577","freeflow","",""
"5978","s578","freeflow","",""
"5979","s579","freeflow","",""
"5980","s580","freeflow","",""
"5981","s581","freeflow","",""
"5982","s582","freeflow","",""
"5983","s583","freeflow","",""
"5984","s584","freeflow","",""
"5985","s585","freeflow","",""
"5986","s586","freeflow","",""
"5987","s587","freeflow","",""
"5988","s588","freeflow","",""
"5989","s589","freeflow","",""
"5990","s590","freeflow","",""
"5991","s591","freeflow","",""
"5992","s592","freeflow","",""
"5993","s593","freeflow","",""
"5994","s594","freeflow","",""
"5995","s595","freeflow","",""
"5996","s596","freeflow","",""
"5997","s597","freeflow","",""
"5998","s598","freeflow","",""
"5999","s599","freeflow","",""
"7000","s500","essl","",""
"7001","s501","essl","",""
"7002","s502","essl","",""
"7003","s503","essl","",""
"7004","s504","essl","",""
"7005","s505","essl","",""
"7006","s506","essl","",""
"7007","s507","essl","",""
"7008","s508","essl","",""
"7009","s509","essl","",""
"7010","s510","essl","",""
"7011","s511","essl","",""
"7012","s512","essl","",""
"7013","s513","essl","",""
"7014","s514","essl","",""
"7015","s515","essl","",""
"7016","s516","essl","",""
"7017","s517","essl","",""
"7018","s518","essl","",""
"7019","s519","essl","",""
"7020","s520","essl","",""
"7021","s521","essl","",""
"7022","s522","essl","",""
"7023","s523","essl","",""
"7024","s524","essl","",""
"7025","s525","essl","",""
"7026","s526","essl","",""
"7027","s527","essl","",""
"7028","s528","essl","",""
"7029","s529","essl","",""
"7030","s530","essl","",""
"7031","s531","essl","",""
"7032","s532","essl","",""
"7033","s533","essl","",""
"7034","s534","essl","",""
"7035","s535","essl","",""
"7036","s536","essl","",""
"7037","s537","essl","",""
"7038","s538","essl","",""
"7039","s539","essl","",""
"7040","s540","essl","",""
"7041","s541","essl","",""
"7042","s542","essl","",""
"7043","s543","essl","",""
"7044","s544","essl","",""
"7045","s545","essl","",""
"7046","s546","essl","",""
"7047","s547","essl","",""
"7048","s548","essl","",""
"7049","s549","essl","",""
"7050","s550","essl","",""
"7051","s551","essl","",""
"7052","s552","essl","",""
"7053","s553","essl","",""
"7054","s554","essl","",""
"7055","s555","essl","",""
"7056","s556","essl","",""
"7057","s557","essl","",""
"7058","s558","essl","",""
"7059","s559","essl","",""
"7060","s560","essl","",""
"7061","s561","essl","",""
"7062","s562","essl","",""
"7063","s563","essl","",""
"7064","s564","essl","",""
"7065","s565","essl","",""
"7066","s566","essl","",""
"7067","s567","essl","",""
"7068","s568","essl","",""
"7069","s569","essl","",""
"7070","s570","essl","",""
"7071","s571","essl","",""
"7072","s572","essl","",""
"7073","s573","essl","",""
"7074","s574","essl","",""
"7075","s575","essl","",""
"7076","s576","essl","",""
"7077","s577","essl","",""
"7078","s578","essl","",""
"7079","s579","essl","",""
"7080","s580","essl","",""
"7081","s581","essl","",""
"7082","s582","essl","",""
"7083","s583","essl","",""
"7084","s584","essl","",""
"7085","s585","essl","",""
"7086","s586","essl","",""
"7087","s587","essl","",""
"7088","s588","essl","",""
"7089","s589","essl","",""
"7090","s590","essl","",""
"7091","s591","essl","",""
"7092","s592","essl","",""
"7093","s593","essl","",""
"7094","s594","essl","",""
"7095","s595","essl","",""
"7096","s596","essl","",""
"7097","s597","essl","",""
"7098","s598","essl","",""
"7099","s599","essl","",""
"7100","s600","essl","",""
"7101","s601","essl","",""
"7102","s602","essl","",""
"7103","s603","essl","",""
"7104","s604","essl","",""
"7105","s605","essl","",""
"7106","s606","essl","",""
"7107","s607","essl","",""
"7108","s608","essl","",""
"7109","s609","essl","",""
"7110","s610","essl","",""
"7111","s611","essl","",""
"7112","s612","essl","",""
"7113","s613","essl","",""
"7114","s614","essl","",""
"7115","s615","essl","",""
"7116","s616","essl","",""
"7117","s617","essl","",""
"7118","s618","essl","",""
"7119","s619","essl","",""
"7120","s620","essl","",""
"7121","s621","essl","",""
"7122","s622","essl","",""
"7123","s623","essl","",""
"7124","s624","essl","",""
"7125","s625","essl","",""
"7126","s626","essl","",""
"7127","s627","essl","",""
"7128","s628","essl","",""
"7129","s629","essl","",""
"7130","s630","essl","",""
"7131","s631","essl","",""
"7132","s632","essl","",""
"7133","s633","essl","",""
"7134","s634","essl","",""
"7135","s635","essl","",""
"7136","s636","essl","",""
"7137","s637","essl","",""
"7138","s638","essl","",""
"7139","s639","essl","",""
"7140","s640","essl","",""
"7141","s641","essl","",""
"7142","s642","essl","",""
"7143","s643","essl","",""
"7144","s644","essl","",""
"7145","s645","essl","",""
"7146","s646","essl","",""
"7147","s647","essl","",""
"7148","s648","essl","",""
"7149","s649","essl","",""
"7150","s650","essl","",""
"7151","s651","essl","",""
"7152","s652","essl","",""
"7153","s653","essl","",""
"7154","s654","essl","",""
"7155","s655","essl","",""
"7156","s656","essl","",""
"7157","s657","essl","",""
"7158","s658","essl","",""
"7159","s659","essl","",""
"7160","s660","essl","",""
"7161","s661","essl","",""
"7162","s662","essl","",""
"7163","s663","essl","",""
"7164","s664","essl","",""
"7165","s665","essl","",""
"7166","s666","essl","",""
"7167","s667","essl","",""
"7168","s668","essl","",""
"7169","s669","essl","",""
"7170","s670","essl","",""
"7171","s671","essl","",""
"7172","s672","essl","",""
"7173","s673","essl","",""
"7174","s674","essl","",""
"7175","s675","essl","",""
"7176","s676","essl","",""
"7177","s677","essl","",""
"7178","s678","essl","",""
"7179","s679","essl","",""
"7180","s680","essl","",""
"7181","s681","essl","",""
"7182","s682","essl","",""
"7183","s683","essl","",""
"7184","s684","essl","",""
"7185","s685","essl","",""
"7186","s686","essl","",""
"7187","s687","essl","",""
"7188","s688","essl","",""
"7189","s689","essl","",""
"7190","s690","essl","",""
"7191","s691","essl","",""
"7192","s692","essl","",""
"7193","s693","essl","",""
"7194","s694","essl","",""
"7195","s695","essl","",""
"7196","s696","essl","",""
"7197","s697","essl","",""
"7198","s698","essl","",""
"7199","s699","essl","",""
"7200","s700","essl","",""
"7201","s701","essl","",""
"7202","s702","essl","",""
"7203","s703","essl","",""
"7204","s704","essl","",""
"7205","s705","essl","",""
"7206","s706","essl","",""
"7207","s707","essl","",""
"7208","s708","essl","",""
"7209","s709","essl","",""
"7210","s710","essl","",""
"7211","s711","essl","",""
"7212","s712","essl","",""
"7213","s713","essl","",""
"7214","s714","essl","",""
"7215","s715","essl","",""
"7216","s716","essl","",""
"7217","s717","essl","",""
"7218","s718","essl","",""
"7219","s719","essl","",""
"7220","s720","essl","",""
"7221","s721","essl","",""
"7222","s722","essl","",""
"7223","s723","essl","",""
"7224","s724","essl","",""
"7225","s725","essl","",""
"7226","s726","essl","",""
"7227","s727","essl","",""
"7228","s728","essl","",""
"7229","s729","essl","",""
"7230","s730","essl","",""
"7231","s731","essl","",""
"7232","s732","essl","",""
"7233","s733","essl","",""
"7234","s734","essl","",""
"7235","s735","essl","",""
"7236","s736","essl","",""
"7237","s737","essl","",""
"7238","s738","essl","",""
"7239","s739","essl","",""
"7240","s740","essl","",""
"7241","s741","essl","",""
"7242","s742","essl","",""
"7243","s743","essl","",""
"7244","s744","essl","",""
"7245","s745","essl","",""
"7246","s746","essl","",""
"7247","s747","essl","",""
"7248","s748","essl","",""
"7249","s749","essl","",""
"7250","s750","essl","",""
"7251","s751","essl","",""
"7252","s752","essl","",""
"7253","s753","essl","",""
"7254","s754","essl","",""
"7255","s755","essl","",""
"7256","s756","essl","",""
"7257","s757","essl","",""
"7258","s758","essl","",""
"7259","s759","essl","",""
"7260","s760","essl","",""
"7261","s761","essl","",""
"7262","s762","essl","",""
"7263","s763","essl","",""
"7264","s764","essl","",""
"7265","s765","essl","",""
"7266","s766","essl","",""
"7267","s767","essl","",""
"7268","s768","essl","",""
"7269","s769","essl","",""
"7270","s770","essl","",""
"7271","s771","essl","",""
"7272","s772","essl","",""
"7273","s773","essl","",""
"7274","s774","essl","",""
"7275","s775","essl","",""
"7276","s776","essl","",""
"7277","s777","essl","",""
"7278","s778","essl","",""
"7279","s779","essl","",""
"7280","s780","essl","",""
"7281","s781","essl","",""
"7282","s782","essl","",""
"7283","s783","essl","",""
"7284","s784","essl","",""
"7285","s785","essl","",""
"7286","s786","essl","",""
"7287","s787","essl","",""
"7288","s788","essl","",""
"7289","s789","essl","",""
"7290","s790","essl","",""
"7291","s791","essl","",""
"7292","s792","essl","",""
"7293","s793","essl","",""
"7294","s794","essl","",""
"7295","s795","essl","",""
"7296","s796","essl","",""
"7297","s797","essl","",""
"7298","s798","essl","",""
"7299","s799","essl","",""
"7300","s800","essl","",""
"7301","s801","essl","",""
"7302","s802","essl","",""
"7303","s803","essl","",""
"7304","s804","essl","",""
"7305","s805","essl","",""
"7306","s806","essl","",""
"7307","s807","essl","",""
"7308","s808","essl","",""
"7309","s809","essl","",""
"7310","s810","essl","",""
"7311","s811","essl","",""
"7312","s812","essl","",""
"7313","s813","essl","",""
"7314","s814","essl","",""
"7315","s815","essl","",""
"7316","s816","essl","",""
"7317","s817","essl","",""
"7318","s818","essl","",""
"7319","s819","essl","",""
"7320","s820","essl","",""
"7321","s821","essl","",""
"7322","s822","essl","",""
"7323","s823","essl","",""
"7324","s824","essl","",""
"7325","s825","essl","",""
"7326","s826","essl","",""
"7327","s827","essl","",""
"7328","s828","essl","",""
"7329","s829","essl","",""
"7330","s830","essl","",""
"7331","s831","essl","",""
"7332","s832","essl","",""
"7333","s833","essl","",""
"7334","s834","essl","",""
"7335","s835","essl","",""
"7336","s836","essl","",""
"7337","s837","essl","",""
"7338","s838","essl","",""
"7339","s839","essl","",""
"7340","s840","essl","",""
"7341","s841","essl","",""
"7342","s842","essl","",""
"7343","s843","essl","",""
"7344","s844","essl","",""
"7345","s845","essl","",""
"7346","s846","essl","",""
"7347","s847","essl","",""
"7348","s848","essl","",""
"7349","s849","essl","",""
"7350","s850","essl","",""
"7351","s851","essl","",""
"7352","s852","essl","",""
"7353","s853","essl","",""
"7354","s854","essl","",""
"7355","s855","essl","",""
"7356","s856","essl","",""
"7357","s857","essl","",""
"7358","s858","essl","",""
"7359","s859","essl","",""
"7360","s860","essl","",""
"7361","s861","essl","",""
"7362","s862","essl","",""
"7363","s863","essl","",""
"7364","s864","essl","",""
"7365","s865","essl","",""
"7366","s866","essl","",""
"7367","s867","essl","",""
"7368","s868","essl","",""
"7369","s869","essl","",""
"7370","s870","essl","",""
"7371","s871","essl","",""
"7372","s872","essl","",""
"7373","s873","essl","",""
"7374","s874","essl","",""
"7375","s875","essl","",""
"7376","s876","essl","",""
"7377","s877","essl","",""
"7378","s878","essl","",""
"7379","s879","essl","",""
"7380","s880","essl","",""
"7381","s881","essl","",""
"7382","s882","essl","",""
"7383","s883","essl","",""
"7384","s884","essl","",""
"7385","s885","essl","",""
"7386","s886","essl","",""
"7387","s887","essl","",""
"7388","s888","essl","",""
"7389","s889","essl","",""
"7390","s890","essl","",""
"7391","s891","essl","",""
"7392","s892","essl","",""
"7393","s893","essl","",""
"7394","s894","essl","",""
"7395","s895","essl","",""
"7396","s896","essl","",""
"7397","s897","essl","",""
"7398","s898","essl","",""
"7399","s899","essl","",""
"7400","pch3","essl","",""
"7401","ig1","essl","IN",""
"7402","ig2","essl","",""
"7403","ig3","essl","US",""
"7404","ig4","essl","EU",""
"7405","ig5","essl","",""
"7406","ig6","essl","",""
"7407","ig7","essl","",""
"7408","ig8","essl","",""
"7409","ig9","essl","",""
"7415","ig15","essl","EU_V1",""
"7601","ch601","freeflow","","RU"
"7602","ch602","freeflow","",""
"7603","ch603","freeflow","",""
"7604","ch604","freeflow","",""
"7605","ch605","freeflow","",""
"7606","ch606","freeflow","",""
"7607","ch607","freeflow","",""
"7608","ch608","freeflow","",""
"7609","ch609","freeflow","",""
"7610","ch610","freeflow","",""
"7611","ch611","freeflow","",""
"7612","ch612","freeflow","",""
"7613","ch613","freeflow","",""
"7614","ch614","freeflow","",""
"7615","ch615","freeflow","",""
"7616","ch616","freeflow","",""
"7617","ch617","freeflow","",""
"7618","ch618","freeflow","",""
"7619","ch619","freeflow","",""
"7620","ch620","freeflow","",""
"7621","ch621","freeflow","",""
"7622","ch622","freeflow","",""
"7623","ch623","freeflow","",""
"7624","ch624","freeflow","",""
"7625","ch625","freeflow","",""
"7626","ch626","freeflow","",""
"7627","ch627","freeflow","",""
"7628","ch628","freeflow","",""
"7629","ch629","freeflow","",""
"7630","ch630","freeflow","",""
"7631","ch631","freeflow","",""
"7632","ch632","freeflow","",""
"7633","ch633","freeflow","",""
"7634","ch634","freeflow","",""
"7635","ch635","freeflow","",""
"7636","ch636","freeflow","",""
"7637","ch637","freeflow","",""
"7638","ch638","freeflow","",""
"7639","ch639","freeflow","",""
"7640","ch640","freeflow","",""
"7641","ch641","freeflow","",""
"7642","ch642","freeflow","",""
"7643","ch643","freeflow","",""
"7644","ch644","freeflow","",""
"7645","ch645","freeflow","",""
"7646","ch646","freeflow","",""
"7647","ch647","freeflow","",""
"7648","ch648","freeflow","",""
"7649","ch649","freeflow","",""
"7650","ch650","freeflow","",""
"7651","ch651","freeflow","",""
"7652","ch652","freeflow","",""
"7653","ch653","freeflow","",""
"7654","ch654","freeflow","",""
"7655","ch655","freeflow","",""
"7656","ch656","freeflow","",""
"7657","ch657","freeflow","",""
"7658","ch658","freeflow","",""
"7659","ch659","freeflow","",""
"7660","ch660","freeflow","",""
"7661","ch661","freeflow","",""
"7662","ch662","freeflow","",""
"7663","ch663","freeflow","",""
"7664","ch664","freeflow","",""
"7665","ch665","freeflow","",""
"7666","ch666","freeflow","",""
"7667","ch667","freeflow","",""
"7668","ch668","freeflow","",""
"7669","ch669","freeflow","",""
"7670","ch670","freeflow","",""
"7671","ch671","freeflow","",""
"7672","ch672","freeflow","",""
"7673","ch673","freeflow","",""
"7674","ch674","freeflow","",""
"7675","ch675","freeflow","",""
"7676","ch676","freeflow","",""
"7677","ch677","freeflow","",""
"7678","ch678","freeflow","",""
"7679","ch679","freeflow","",""
"7680","ch680","freeflow","",""
"7681","ch681","freeflow","",""
"7682","ch682","freeflow","",""
"7683","ch683","freeflow","",""
"7684","ch684","freeflow","",""
"7685","ch685","freeflow","",""
"7686","ch686","freeflow","",""
"7687","ch687","freeflow","",""
"7688","ch688","freeflow","",""
"7689","ch689","freeflow","",""
"7690","ch690","freeflow","",""
"7691","ch691","freeflow","",""
"7692","ch692","freeflow","",""
"7693","ch693","freeflow","",""
"7694","ch694","freeflow","",""
"7695","ch695","freeflow","",""
"7696","ch696","freeflow","",""
"7697","ch697","freeflow","",""
